ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000018169,140.0771633565255,1.112920567674731,0.29752857951368283,3.7405501330118427,1.8361791579715592e-4,0.0016126903892326584
ENSMUSG00000018334,574.9648931968316,1.2272425681909016,0.3064298949029541,4.004970104433079,6.20253249336002e-5,6.28161240072544e-4
ENSMUSG00000018341,668.6642290375306,2.129327224119543,0.28290456209011416,7.526662731728179,5.205359470152432e-14,2.096879938088492e-12
ENSMUSG00000018362,2746.2220423317235,-1.8671935883720452,0.24269105512101533,-7.693705841119645,1.429334592441091e-14,6.092846746528522e-13
ENSMUSG00000018378,19.090481223719877,3.4775627664602222,0.6865654063338623,5.065158737067444,4.0806017788900917e-7,6.6702663293113325e-6
ENSMUSG00000018411,20.560235599245534,2.010729705474848,0.6782986374334933,2.964372319960614,0.0030330107730212425,0.017328110941532974
ENSMUSG00000018476,1711.5749263537425,1.4262773190998739,0.3746643718543907,3.806813314115123,1.407689238825696e-4,0.0012842567091666715
ENSMUSG00000018548,1002.4063084371406,-1.2975689782890725,0.11600232539491367,-11.185715233480714,4.790273855366662e-29,8.029392083499764e-27
ENSMUSG00000018554,15.41234075078865,-2.0223204176712195,0.663365282556941,-3.048577414054873,0.0022992766359825807,0.013827118450319083
ENSMUSG00000018581,841.408368262755,1.6365905674772558,0.4802359833206448,3.4078882556048162,6.546769870432603e-4,0.00483888495019755
ENSMUSG00000018593,82.23120953295216,1.6763400969220297,0.4220201616335569,3.9721801215213213,7.121783523134954e-5,7.122986432049564e-4
ENSMUSG00000018809,222.3840528339302,-1.1494051300249655,0.2842319114730625,-4.043898955849291,5.256958250463119e-5,5.436476310079443e-4
ENSMUSG00000018983,1529.538393515472,-1.8676653913177856,0.18396918175547444,-10.152055760079548,3.244556600803608e-24,3.7749461768996803e-22
ENSMUSG00000018986,126.62132537110712,-1.6963296651113051,0.17460776679797047,-9.715087113358706,2.6002658343342803e-22,2.5088125823072064e-20
ENSMUSG00000019214,355.5656924047676,-2.572965956460276,0.2522446175383413,-10.200280908151324,1.9769986016702268e-24,2.3415003199063123e-22
ENSMUSG00000019256,56.74867871498058,1.9743215926703437,0.494748124776474,3.99055902144619,6.591774223361638e-5,6.63842680060437e-4
ENSMUSG00000019303,106.47557954505598,-2.261461577018115,0.25051270697258476,-9.027332802186363,1.7590680046238273e-19,1.2651856750347156e-17
ENSMUSG00000019539,90.83899837172976,2.470250021900397,0.5445560618127387,4.5362639315359665,5.72595155549982e-6,7.490317183613157e-5
ENSMUSG00000019773,439.95982346530445,-2.609096089594934,0.23639269981363467,-11.03712632264817,2.5299533680079007e-28,4.003195813266261e-26
ENSMUSG00000019813,183.3821549086102,-1.1265000754368188,0.2779924950118021,-4.052267941222635,5.072352611558047e-5,5.277541415255478e-4
ENSMUSG00000019845,98.88158962311614,-2.0194045599036565,0.21717704889287795,-9.298425271906714,1.4254107343874376e-20,1.1554589719446364e-18
ENSMUSG00000019850,1606.3757669009512,1.5781115155512426,0.3396446688054513,4.646360330346259,3.3784268397721232e-6,4.602059536078018e-5
ENSMUSG00000019942,995.7640938245991,-2.760751309863224,0.20657497321932003,-13.364403571443974,9.76142835938898e-41,3.8614258304070925e-38
ENSMUSG00000019961,3207.2963782110996,-1.8096259942994326,0.24875673807858165,-7.274681314271681,3.472392045715662e-13,1.2695090993014803e-11
ENSMUSG00000019988,660.2251199896184,-1.031300834314083,0.0816067076289535,-12.637451801182388,1.3123859171801284e-36,3.3711274098578907e-34
ENSMUSG00000019992,141.85155419728474,-2.285226896574746,0.25511787892983434,-8.957533302490562,3.3202246058123103e-19,2.3537893361419958e-17
ENSMUSG00000020034,482.44161924322117,1.520980973960908,0.29505885629428347,5.154839251609936,2.538485951261784e-7,4.291343045299729e-6
ENSMUSG00000020089,324.24128463619525,-1.3224535812224563,0.22560727534218591,-5.861750598320235,4.5801259512186305e-9,1.0294353544221966e-7
ENSMUSG00000020122,6.695603281337301,2.5444067539974546,0.8684820998492248,2.929716979128509,0.003392708564491404,0.018876057017461458
ENSMUSG00000020182,13.639399935543462,2.9851786895552093,1.1785794759165842,2.532861593600744,0.011313561468996767,0.049549691851565464
ENSMUSG00000020185,271.0323144179198,-2.254464618162523,0.26736474693809786,-8.43216857862152,3.3931769585316825e-17,1.923027136469861e-15
ENSMUSG00000020186,14.997752643946603,-2.131409223856004,0.6955614681616854,-3.0643003119323904,0.00218179774108822,0.013241416852096932
ENSMUSG00000020212,128.2482668409178,-1.0247260535052731,0.30838411367907614,-3.32288859267137,8.909048765756422e-4,0.006290685107239845
ENSMUSG00000020264,13.005120073627982,-3.830541699250613,0.6292371102625491,-6.08759660988895,1.1461821443953783e-9,2.7714347963320523e-8
ENSMUSG00000020282,205.65075306908278,1.6349457313552054,0.34207758241514863,4.779458857876923,1.7576763405006645e-6,2.5399018716912357e-5
ENSMUSG00000020290,3414.5622525505646,-1.049497765764552,0.1269480989558596,-8.267140464462306,1.372102665363913e-16,7.354693392475023e-15
ENSMUSG00000020330,854.0841755112799,-2.3438668147762542,0.17915256808924346,-13.083076842128634,4.1144230246899465e-39,1.3793080170397027e-36
ENSMUSG00000020331,29.155459269461545,-1.8769928362538388,0.456630486339861,-4.110528955915639,3.9475377130356895e-5,4.2318888035844393e-4
ENSMUSG00000020333,4.91867677406386,4.318586099538769,1.6281122166351962,2.6525113290188003,0.00798954466980657,0.037663351595686075
ENSMUSG00000020387,1174.5923038776637,1.0754290632526389,0.13106129184887294,8.205542979789323,2.2955105099677665e-16,1.201134983509324e-14
ENSMUSG00000020395,26.210751837907313,1.2683403821036967,0.4280080989245744,2.963356032959576,0.0030430437224926742,0.017370378582159483
ENSMUSG00000020413,253.79551451173683,-1.1111223332970808,0.31241338747591385,-3.556577207763688,3.757180946740779e-4,0.002988069237860308
ENSMUSG00000020423,3788.9933369011305,1.9730385239500947,0.40130652621080554,4.916537347597635,8.808839883318755e-7,1.359048705555083e-5
ENSMUSG00000020439,88.78605978732615,-1.33676615566255,0.38234570990898525,-3.496223760378423,4.718928082649593e-4,0.0036502025243146776
ENSMUSG00000020471,529.1939978118186,-1.857477870328241,0.26271855736377125,-7.070219511582878,1.5468880372272876e-12,5.2570272316698493e-11
ENSMUSG00000020475,32.22605456841901,1.627974059485885,0.5522143100076115,2.948083796422164,0.0031975037862586445,0.018054075760322506
ENSMUSG00000020492,306.4076791892329,-2.610363453373769,0.21883044011288522,-11.92870357536728,8.386945158626123e-33,1.6927080438006745e-30
ENSMUSG00000020493,536.2957203994665,-2.178457817070608,0.20113057650393423,-10.831062362255974,2.4529275464553252e-27,3.6754889349499906e-25
ENSMUSG00000020534,395.75641663604387,-1.7724323403549747,0.22980684679577557,-7.712704669457031,1.231789099701475e-14,5.342885219955147e-13
ENSMUSG00000020577,127.57372811128063,1.6680595514849599,0.3646574342109633,4.5743193336898935,4.7777067016832935e-6,6.372101203816174e-5
ENSMUSG00000020598,62.016956576715025,3.3126564052951,1.2856520670587006,2.5766352267248758,0.00997671729335932,0.044878210449250396
ENSMUSG00000020601,18.652976814411886,1.393775290180835,0.4908850747379845,2.8393107916853624,0.004521109856184106,0.023839784549577563
ENSMUSG00000020642,13.922592362410043,2.3892773507392087,0.8356089002619146,2.8593249186195955,0.004245436965751022,0.022645765303557025
ENSMUSG00000020649,2169.8100846656516,-2.989423173078468,0.21250293535389997,-14.067679432756618,6.000632159248496e-45,3.2077433372371893e-42
ENSMUSG00000020652,410.1041255665483,-1.1086276677778601,0.21638187345372345,-5.123477535723236,2.99951397104129e-7,4.9896877067473235e-6
ENSMUSG00000020695,3.681707893358984,3.1067684033246135,1.046039479648475,2.970029777813599,0.00297770883515475,0.017086191775609456
ENSMUSG00000020728,39.070799650337676,-1.3623114250319974,0.4356256043306425,-3.1272528783638593,0.0017644808733823865,0.011125172838581518
ENSMUSG00000020734,14.109743748645034,2.7518793570929745,0.9373256072136221,2.935884111043821,0.00332598552319517,0.01858849043890287
ENSMUSG00000020739,931.3201736250824,-1.103000482414465,0.11692981772305841,-9.433012929404018,3.9847510690612536e-21,3.487362451104537e-19
ENSMUSG00000020793,8.476416543049332,1.6897447947889628,0.6278630102659102,2.6912634876727783,0.007118195051970293,0.03432247194854228
ENSMUSG00000020808,219.54046850353964,-2.0411704470759227,0.24020604041633167,-8.497581674208151,1.9358129057616005e-17,1.1361555923756289e-15
